Prodn Code,Part Name,Finish L,Finish B,Finish T,Order Quantity,Part Code,Barcode 1,Barcode 2,Part Material,Surface Top,Surface Bottom,EB Thickness,Edge Bottom,Edge Right,Edge Top,Edge Left,Grain,Grain Desc,Grain Prodn,Cutting L,Cutting B,Cutting T,Grain Path,Drill Info,Carcass or Shutter,Vendor Name,Multi Part ID,Annotation,Order Name,Sales Order,SKU Code,Order Start Date,Order Due Date,Customer Name,Handle Type,Vendor HW,Room,Part Count,Shutter Design,Store Name,Handle Side,Batch Number,Weight,Routing Number,Laying Number,Carton Number,Part Count per carton,Type of Packing
PWVELPELHMAXXXXXAI305XXX-04500550180320,LEFT SIDE PANEL,450,320,18,1,REG2297990000182,001127800352810000182A,001127800352810000182B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,LOFT UNIT WITHOUT SHELF - RHS,4.50E+12,450,320,18,-,SWKTWA4660,CARCASS,ASSEMBLE,6,T20,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,182,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
PWVELPELHMAXXXXXAI305XXX-04500550180320,RIGHT SIDE PANEL,450,320,18,1,REG2297990000183,001127800352810000183A,001127800352810000183B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,LOFT UNIT WITHOUT SHELF - RHS,4.50E+12,450,320,18,-,SWKTWA4660,CARCASS,ASSEMBLE,6,T20,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,183,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
PWVELPELHMAXXXXXAI305XXX-04500550180320,TOP PANEL,514,314,18,1,REG2297990000184,001127800352810000184A,001127800352810000184B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,LOFT UNIT WITHOUT SHELF - RHS,4.50E+12,514,314,18,-,SWKTWA4660,CARCASS,ASSEMBLE,6,T20,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,184,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
PWVELPELHMAXXXXXAI305XXX-04500550180320,BOTTOM PANEL,514,314,18,1,REG2297990000185,001127800352810000185A,001127800352810000185B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,LOFT UNIT WITHOUT SHELF - RHS,4.50E+12,514,314,18,-,SWKTWA4660,CARCASS,ASSEMBLE,6,T20,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,185,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
PWVELPELHMAXXXXXAI305XXX-04500550180320,BACK PANEL,431,531,5.5,1,REG2297990000186,001127800352810000186A,001127800352810000186B,5.5MM-HDHMR-OSL-CASPANI,KINGSTON WHITE,KINGSTON WHITE,-,-,-,-,-,-,LOFT UNIT WITHOUT SHELF - RHS,4.50E+12,431,531,5.5,-,SWKTWA4660,CARCASS,ASSEMBLE,6,T20,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,186,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
PWVELPELHMAXXXXXAI305XXX-04500550180320,RH-SHUTTER,447,547,18,1,REG2297990000187,001127800352810000187A,001127800352810000187B,18MM-HDHMR-OSR-KINGSTON WHITE,WOODY TAN,KINGSTON WHITE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,LOFT UNIT WITHOUT SHELF - RHS,4.50E+12,447,547,18,-,SWKTWA4660,SHUTTER,ASSEMBLE,6,T20,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,SPACEWOOD SOFT CLOSE HINGES,-,187,PLAIN,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPVKMVKHMNXXXXXAIXXFAO-06000900180320,LEFT SIDE PANEL,600,320,18,1,REG2297990000188,001127800352810000188A,001127800352810000188B,18MM-HDHMR-OSR-KINGSTON WHITE,PT-INDIGO,KINGSTON WHITE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,BOTTOM PROFILE WALL UNIT WITH SHUTTER CONTAINS GLASS TRAY PLATE TRAY AND CUTLERY TRAY (LEFT EXPOSED) ,6.00E+12,600,320,18,-,SWKTML0394,CARCASS,ASSEMBLE,7,T21,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,188,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPVKMVKHMNXXXXXAIXXFAO-06000900180320,RIGHT SIDE PANEL,600,320,18,1,REG2297990000189,001127800352810000189A,001127800352810000189B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BOTTOM PROFILE WALL UNIT WITH SHUTTER CONTAINS GLASS TRAY PLATE TRAY AND CUTLERY TRAY (LEFT EXPOSED) ,6.00E+12,600,320,18,-,SWKTML0394,CARCASS,ASSEMBLE,7,T21,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,189,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPVKMVKHMNXXXXXAIXXFAO-06000900180320,TOP PANEL,864,314,18,1,REG2297990000190,001127800352810000190A,001127800352810000190B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BOTTOM PROFILE WALL UNIT WITH SHUTTER CONTAINS GLASS TRAY PLATE TRAY AND CUTLERY TRAY (LEFT EXPOSED) ,6.00E+12,864,314,18,-,SWKTML0394,CARCASS,ASSEMBLE,7,T21,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,190,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPVKMVKHMNXXXXXAIXXFAO-06000900180320,BOTTOM PANEL,864,294,18,1,REG2297990000191,001127800352810000191A,001127800352810000191B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BOTTOM PROFILE WALL UNIT WITH SHUTTER CONTAINS GLASS TRAY PLATE TRAY AND CUTLERY TRAY (LEFT EXPOSED) ,6.00E+12,864,294,18,-,SWKTML0394,CARCASS,ASSEMBLE,7,T21,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,191,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPVKMVKHMNXXXXXAIXXFAO-06000900180320,BACK PANEL,581,881,5.5,1,REG2297990000192,001127800352810000192A,001127800352810000192B,5.5MM-HDHMR-OSL-CASPANI,KINGSTON WHITE,KINGSTON WHITE,-,-,-,-,-,-,BOTTOM PROFILE WALL UNIT WITH SHUTTER CONTAINS GLASS TRAY PLATE TRAY AND CUTLERY TRAY (LEFT EXPOSED) ,6.00E+12,581,881,5.5,-,SWKTML0394,CARCASS,ASSEMBLE,7,T21,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,192,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPVKMVKHMNXXXXXAIXXFAO-06000900180320,LH-SHUTTER,600,447,18,1,REG2297990000193,001127800352810000193A,001127800352810000193B,18MM-HDHMR-OSR-KINGSTON WHITE,PT-INDIGO,KINGSTON WHITE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,BOTTOM PROFILE WALL UNIT WITH SHUTTER CONTAINS GLASS TRAY PLATE TRAY AND CUTLERY TRAY (LEFT EXPOSED) ,6.00E+12,600,447,18,-,SWKTML0394,SHUTTER,ASSEMBLE,7,T21,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,SPACEWOOD SOFT CLOSE HINGES,-,193,PLAIN,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPVKMVKHMNXXXXXAIXXFAO-06000900180320,RH-SHUTTER,600,447,18,1,REG2297990000194,001127800352810000194A,001127800352810000194B,18MM-HDHMR-OSR-KINGSTON WHITE,PT-INDIGO,KINGSTON WHITE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,BOTTOM PROFILE WALL UNIT WITH SHUTTER CONTAINS GLASS TRAY PLATE TRAY AND CUTLERY TRAY (LEFT EXPOSED) ,6.00E+12,600,447,18,-,SWKTML0394,SHUTTER,ASSEMBLE,7,T21,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,SPACEWOOD SOFT CLOSE HINGES,-,194,PLAIN,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
NLFS5NS5HMNXXXXXAI305XXX-04500300180560,LEFT SIDE PANEL,450,560,18,1,REG2297990000195,001127800352810000195A,001127800352810000195B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,LOFT UNIT WITHOUT SHELF - RHS,4.50E+12,450,560,18,-,SWKTWA9742,CARCASS,ASSEMBLE,6,T22,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,195,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
NLFS5NS5HMNXXXXXAI305XXX-04500300180560,RIGHT SIDE PANEL,450,560,18,1,REG2297990000196,001127800352810000196A,001127800352810000196B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,LOFT UNIT WITHOUT SHELF - RHS,4.50E+12,450,560,18,-,SWKTWA9742,CARCASS,ASSEMBLE,6,T22,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,196,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
NLFS5NS5HMNXXXXXAI305XXX-04500300180560,BOTTOM PANEL,264,560,18,1,REG2297990000197,001127800352810000197A,001127800352810000197B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,LOFT UNIT WITHOUT SHELF - RHS,4.50E+12,264,560,18,-,SWKTWA9742,CARCASS,ASSEMBLE,6,T22,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,197,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
NLFS5NS5HMNXXXXXAI305XXX-04500300180560,TOP PANEL,264,560,18,1,REG2297990000198,001127800352810000198A,001127800352810000198B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,LOFT UNIT WITHOUT SHELF - RHS,4.50E+12,264,560,18,-,SWKTWA9742,CARCASS,ASSEMBLE,6,T22,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,198,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
NLFS5NS5HMNXXXXXAI305XXX-04500300180560,BACK PANEL,414,264,18,1,REG2297990000199,001127800352810000199A,001127800352810000199B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,LOFT UNIT WITHOUT SHELF - RHS,4.50E+12,414,264,18,-,SWKTWA9742,CARCASS,ASSEMBLE,6,T22,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,199,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
NLFS5NS5HMNXXXXXAI305XXX-04500300180560,RH-SHUTTER,447,297,18,1,REG2297990000200,001127800352810000200A,001127800352810000200B,18MM-HDHMR-OSR-KINGSTON WHITE,WOODY TAN,KINGSTON WHITE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,LOFT UNIT WITHOUT SHELF - RHS,4.50E+12,447,297,18,-,SWKTWA9742,SHUTTER,ASSEMBLE,6,T22,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,SPACEWOOD SOFT CLOSE HINGES,-,200,PLAIN,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPWRMWRHMNXXXXXAIXXXXX-06000290180320,LEFT SIDE PANEL,600,320,18,1,REG2297990000201,001127800352810000201A,001127800352810000201B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BOTTOM PROFILE WALL UNIT WITH 1 SHUTTER AND 1 REMOVABLE SHELF - RHS,6.00E+12,600,320,18,-,SWKTML0129,CARCASS,ASSEMBLE,7,T23,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,201,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPWRMWRHMNXXXXXAIXXXXX-06000290180320,RIGHT SIDE PANEL,600,320,18,1,REG2297990000202,001127800352810000202A,001127800352810000202B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BOTTOM PROFILE WALL UNIT WITH 1 SHUTTER AND 1 REMOVABLE SHELF - RHS,6.00E+12,600,320,18,-,SWKTML0129,CARCASS,ASSEMBLE,7,T23,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,202,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPWRMWRHMNXXXXXAIXXXXX-06000290180320,BOTTOM PANEL,254,294,18,1,REG2297990000203,001127800352810000203A,001127800352810000203B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BOTTOM PROFILE WALL UNIT WITH 1 SHUTTER AND 1 REMOVABLE SHELF - RHS,6.00E+12,254,294,18,-,SWKTML0129,CARCASS,ASSEMBLE,7,T23,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,203,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPWRMWRHMNXXXXXAIXXXXX-06000290180320,TOP PANEL,254,314,18,1,REG2297990000204,001127800352810000204A,001127800352810000204B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BOTTOM PROFILE WALL UNIT WITH 1 SHUTTER AND 1 REMOVABLE SHELF - RHS,6.00E+12,254,314,18,-,SWKTML0129,CARCASS,ASSEMBLE,7,T23,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,204,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPWRMWRHMNXXXXXAIXXXXX-06000290180320,BACK PANEL,581,271,5.5,1,REG2297990000205,001127800352810000205A,001127800352810000205B,5.5MM-HDHMR-OSL-CASPANI,KINGSTON WHITE,KINGSTON WHITE,-,-,-,-,-,-,BOTTOM PROFILE WALL UNIT WITH 1 SHUTTER AND 1 REMOVABLE SHELF - RHS,6.00E+12,581,271,5.5,-,SWKTML0129,CARCASS,ASSEMBLE,7,T23,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,205,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPWRMWRHMNXXXXXAIXXXXX-06000290180320,SHELF,254,285,18,1,REG2297990000206,001127800352810000206A,001127800352810000206B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BOTTOM PROFILE WALL UNIT WITH 1 SHUTTER AND 1 REMOVABLE SHELF - RHS,6.00E+12,254,285,18,-,SWKTML0129,CARCASS,ASSEMBLE,7,T23,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,206,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPWRMWRHMNXXXXXAIXXXXX-06000290180320,RH-SHUTTER,600,287,18,1,REG2297990000207,001127800352810000207A,001127800352810000207B,18MM-HDHMR-OSR-KINGSTON WHITE,PT-INDIGO,KINGSTON WHITE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,BOTTOM PROFILE WALL UNIT WITH 1 SHUTTER AND 1 REMOVABLE SHELF - RHS,6.00E+12,600,287,18,-,SWKTML0129,SHUTTER,ASSEMBLE,7,T23,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,SPACEWOOD SOFT CLOSE HINGES,-,207,PLAIN,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
NLFC5NC5HMNXXXXXAI305XXX-04500700180560,LEFT SIDE PANEL,450,560,18,1,REG2297990000208,001127800352810000208A,001127800352810000208B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,LOFT UNIT WITHOUT SHELF,4.50E+12,450,560,18,-,SWKTWA9737,CARCASS,ASSEMBLE,7,T24,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,208,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
NLFC5NC5HMNXXXXXAI305XXX-04500700180560,RIGHT SIDE PANEL,450,560,18,1,REG2297990000209,001127800352810000209A,001127800352810000209B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,LOFT UNIT WITHOUT SHELF,4.50E+12,450,560,18,-,SWKTWA9737,CARCASS,ASSEMBLE,7,T24,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,209,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
NLFC5NC5HMNXXXXXAI305XXX-04500700180560,BOTTOM PANEL,664,560,18,1,REG2297990000210,001127800352810000210A,001127800352810000210B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,LOFT UNIT WITHOUT SHELF,4.50E+12,664,560,18,-,SWKTWA9737,CARCASS,ASSEMBLE,7,T24,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,210,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
NLFC5NC5HMNXXXXXAI305XXX-04500700180560,TOP PANEL,664,560,18,1,REG2297990000211,001127800352810000211A,001127800352810000211B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,LOFT UNIT WITHOUT SHELF,4.50E+12,664,560,18,-,SWKTWA9737,CARCASS,ASSEMBLE,7,T24,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,211,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
NLFC5NC5HMNXXXXXAI305XXX-04500700180560,BACK PANEL,414,664,18,1,REG2297990000212,001127800352810000212A,001127800352810000212B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,LOFT UNIT WITHOUT SHELF,4.50E+12,414,664,18,-,SWKTWA9737,CARCASS,ASSEMBLE,7,T24,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,212,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
NLFC5NC5HMNXXXXXAI305XXX-04500700180560,LH-SHUTTER,447,347,18,1,REG2297990000213,001127800352810000213A,001127800352810000213B,18MM-HDHMR-OSR-KINGSTON WHITE,WOODY TAN,KINGSTON WHITE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,LOFT UNIT WITHOUT SHELF,4.50E+12,447,347,18,-,SWKTWA9737,SHUTTER,ASSEMBLE,7,T24,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,SPACEWOOD SOFT CLOSE HINGES,-,213,PLAIN,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
NLFC5NC5HMNXXXXXAI305XXX-04500700180560,RH-SHUTTER,447,347,18,1,REG2297990000214,001127800352810000214A,001127800352810000214B,18MM-HDHMR-OSR-KINGSTON WHITE,WOODY TAN,KINGSTON WHITE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,LOFT UNIT WITHOUT SHELF,4.50E+12,447,347,18,-,SWKTWA9737,SHUTTER,ASSEMBLE,7,T24,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,SPACEWOOD SOFT CLOSE HINGES,-,214,PLAIN,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
PWVEHPEHHMAXXXXXAI305XXX-04500450180320,LEFT SIDE PANEL,450,320,18,1,REG2297990000215,001127800352810000215A,001127800352810000215B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,LOFT UNIT WITHOUT SHELF - RHS,4.50E+12,450,320,18,-,SWKTWA4660,CARCASS,ASSEMBLE,6,T25,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,215,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
